year,month,day,country,category,color,position,photo,price,page,time,model,order
2008,5,4,29,1,3,2,1,43,1,4.42227087687517,A5,4
2008,6,9,9,3,6,1,2,57,4,6.17381517990974,C56,3
2008,8,1,29,3,11,2,1,48,1,8.05191294485652,C5,4
2008,5,21,29,3,11,3,1,48,2,32.8313241362089,C27,31
2008,7,25,29,1,6,5,2,62,2,7.49430976772271,A31,1
2008,8,4,29,4,7,6,1,33,1,6.99318270813239,P16,8
2008,5,7,46,1,3,1,1,72,1,6.37325860711582,A3,1
2008,8,5,29,2,12,5,2,62,1,6.753713166146,B13,7
2008,4,24,29,1,2,4,1,60,2,12.4388485288137,A29,10
2008,8,8,29,4,2,2,1,43,1,7.84482322123892,P6,2
2008,5,11,16,1,2,4,1,60,2,4.27907291880096,A29,5
2008,4,16,29,4,7,6,1,33,1,8.39606329017548,P16,2
2008,5,27,29,1,3,4,1,38,1,7.0788223440844,A10,1
2008,7,8,29,4,4,3,2,28,1,11.9676631323271,P7,4
2008,7,14,29,1,3,2,1,43,1,11.9445558928495,A5,3
2008,8,12,29,4,7,2,1,43,5,15.1625266746613,P77,9
2008,4,5,29,2,10,2,1,52,1,6.23865045806201,B4,1
2008,7,12,29,2,6,6,2,38,1,4.78816876177058,B17,3
2008,5,14,21,3,3,2,1,43,2,9.06264983419698,C23,7
2008,6,6,29,3,14,6,1,48,1,7.354278999069,C17,1
2008,4,18,24,1,3,5,1,60,1,8.06238499469063,A14,1
2008,8,2,29,2,13,1,1,38,2,10.3407250983015,B19,5
2008,5,24,29,4,4,6,1,28,2,6.07902361470266,P35,2
2008,6,2,24,1,3,4,1,62,1,5.38515607020073,A11,1
2008,6,24,29,2,9,4,1,57,2,5.60998774744764,B30,3
2008,6,11,9,1,12,1,2,33,2,6.33618557999702,A19,1
2008,4,5,29,2,10,2,1,52,1,9.42403140550364,B4,1
2008,8,9,9,1,2,4,1,38,1,7.40178749557624,A12,4
2008,7,11,29,4,4,2,1,38,1,6.39307315637961,P4,4
2008,7,13,9,1,3,3,1,82,1,16.5242706470848,A9,3
2008,4,24,29,3,14,6,1,43,2,27.3600888386452,C36,2
2008,4,12,29,1,2,6,1,38,2,7.13990162617937,A34,7
2008,4,4,29,4,2,1,1,48,1,6.473582901091,P3,2
2008,5,9,29,2,3,1,2,57,1,5.02391776081486,B2,3
2008,4,27,29,1,14,5,2,33,1,4.01318800329642,A15,4
2008,4,9,29,4,2,1,1,33,4,27.1682541303357,P56,14
2008,4,23,29,1,4,2,1,43,3,12.6284030695811,A41,7
2008,4,18,29,4,2,6,2,38,1,7.21811232987804,P17,18
2008,4,28,29,1,4,2,1,43,3,9.07738311144079,A41,3
2008,8,11,24,4,2,6,2,38,1,9.18426939233658,P17,2
2008,5,28,29,3,14,2,2,28,3,32.6783130522456,C40,62
2008,4,28,29,2,2,3,1,57,2,7.03937398934601,B27,7
2008,4,2,29,4,2,1,1,48,2,14.4897154705071,P19,3
2008,6,16,29,4,3,2,1,23,1,5.51144681234775,P5,3
2008,6,17,9,3,9,6,1,48,1,7.62122520220424,C18,6
2008,4,14,29,2,2,5,1,62,1,7.04469653572208,B14,5
2008,6,17,9,1,3,2,1,43,1,8.98915469605165,A5,2
2008,7,8,29,3,12,1,1,48,2,36.0452001171434,C19,22
2008,6,9,29,2,6,5,1,38,2,4.23753832437436,B32,1
2008,4,17,29,4,2,6,2,38,1,7.40151800398952,P17,9
2008,7,7,29,3,11,2,1,48,1,12.2396334735336,C5,8
2008,5,25,29,4,2,2,1,43,1,8.59462291416643,P6,12
2008,6,9,29,2,2,4,1,67,1,12.1721514613234,B10,2
2008,6,14,29,4,2,6,2,38,1,10.7098907594171,P17,6
2008,5,14,24,2,10,2,1,52,1,10.2006862697039,B4,1
2008,8,4,29,1,3,4,1,62,1,8.73629494909634,A11,1
2008,4,16,29,4,9,5,1,43,2,12.5174774329479,P33,1
2008,8,7,29,4,4,5,2,38,1,9.94102496515138,P15,3
2008,4,15,29,2,2,4,1,67,1,10.1153619082177,B10,6
2008,8,4,29,4,2,1,1,48,1,21.8197085850698,P3,2
2008,5,23,29,2,13,1,1,38,2,9.20528106432495,B19,5
2008,7,14,9,1,3,4,1,38,1,8.56100651876212,A10,7
2008,5,28,29,4,3,1,1,38,1,7.08442733593984,P1,1
2008,4,8,44,2,12,1,1,67,2,5.80647249208567,B21,2
2008,4,11,29,3,9,6,1,50,2,13.2945299728839,C35,4
2008,7,27,29,3,14,6,1,43,2,26.5869971420967,C36,19
2008,4,23,29,4,9,4,2,33,3,19.9335565684817,P48,8
2008,7,24,29,2,9,4,1,57,2,7.25304499295078,B30,1
2008,4,28,29,2,7,2,1,38,2,9.90843417987159,B23,5
2008,6,24,29,1,3,2,1,43,1,25.042748794945,A6,40
2008,7,15,29,1,3,3,1,43,1,9.62960437745192,A7,2
2008,5,16,29,4,7,3,1,28,5,23.7843043545522,P80,14
2008,5,7,29,3,14,5,1,48,2,4.73002992188409,C33,6
2008,6,26,9,2,7,2,1,38,2,9.7483519958226,B23,7
2008,7,17,29,1,8,1,1,28,1,6.99907653973172,A1,5
2008,7,11,46,4,4,5,1,38,1,10.8168355803434,P13,2
2008,5,13,9,2,12,6,1,52,1,4.81750046606384,B16,3
2008,5,30,29,4,6,2,2,28,2,21.9433767079984,P23,6
2008,5,5,29,1,1,5,1,38,2,9.04181499446648,A33,6
2008,5,2,9,1,14,5,2,33,1,7.07725509814219,A15,12
2008,7,17,29,1,8,1,1,28,1,4.67040752138416,A1,10
2008,8,7,38,1,2,4,1,38,1,11.6535745135928,A12,1
2008,8,5,29,4,14,1,1,43,3,5.33198856101135,P39,2
2008,7,8,29,2,1,3,1,48,1,15.7179573438611,B9,2
2008,4,1,29,2,6,5,1,38,2,11.0895916651207,B32,1
2008,6,17,29,2,10,2,1,52,1,3.04064388590033,B4,1
2008,5,9,29,4,4,5,2,38,1,3.19850888017683,P15,1
2008,4,14,29,1,1,1,1,62,2,26.9604314210673,A21,28
2008,4,27,29,2,2,4,1,67,1,13.6973066004346,B10,7
2008,4,25,29,1,6,4,1,38,2,6.82864703121273,A30,1
2008,6,29,29,2,12,1,1,67,2,8.60270113634983,B21,4
2008,8,7,29,1,3,1,1,43,1,10.4352833441015,A2,4
2008,4,26,29,3,14,6,1,38,3,4.69087251043262,C53,1
2008,8,12,29,3,6,4,2,52,2,14.5580612690583,C29,14
2008,5,8,29,1,3,4,1,38,1,4.13403761084087,A10,1
2008,8,11,29,4,6,2,2,28,2,30.4379467637062,P23,39
2008,6,2,29,1,6,2,1,28,3,12.5290839077139,A42,7
2008,4,16,29,4,9,4,2,33,3,5.03780359796924,P48,1
2008,6,24,29,1,3,2,2,38,1,8.88468253622378,A4,2
2008,4,11,29,3,11,2,1,48,1,9.36664211995918,C5,1
2008,6,17,29,4,7,1,1,23,2,4.93886656267702,P20,1
2008,6,24,29,4,9,4,2,43,4,26.4848898011982,P65,30
2008,5,30,29,2,10,2,1,52,1,5.11263078892011,B4,3
2008,5,28,29,4,3,1,1,38,1,5.02680439794408,P1,2
2008,4,9,29,2,2,5,1,62,1,7.86157481087409,B14,4
2008,7,29,29,3,6,5,1,33,1,8.53152435870772,C15,3
2008,6,3,29,2,13,3,1,57,2,18.2116224852923,B26,19
2008,4,23,29,4,2,2,1,43,1,9.28770245123313,P6,4
2008,7,26,16,1,8,1,1,28,1,12.7870718910827,A1,1
2008,6,26,29,2,12,1,1,67,2,12.9762765373025,B21,8
2008,5,3,29,4,2,2,1,43,1,18.0726588863963,P6,12
2008,7,9,29,1,4,2,1,43,3,3.53908791072437,A41,2
2008,7,7,29,3,13,3,1,48,1,6.0420314883001,C7,6
2008,6,1,9,1,3,2,2,38,1,6.40782532172305,A4,1
2008,8,11,29,4,5,4,2,33,2,18.2365599130685,P29,12
2008,5,7,29,4,4,4,1,33,1,15.0180623258452,P12,5
2008,7,7,29,1,1,6,1,33,1,2.90863585110804,A16,2
2008,5,17,29,4,7,3,2,38,3,25.3677118403895,P43,15
2008,6,11,9,3,6,2,1,33,1,10.728706931948,C6,2
2008,5,6,29,3,6,1,2,57,4,6.74742541872437,C56,1
2008,5,12,29,3,11,3,1,48,2,12.8034107866039,C27,8
2008,5,19,29,2,6,5,1,38,2,50.29792758891,B32,12
2008,7,29,29,4,14,6,1,33,4,40.7856807176088,P72,37
2008,7,17,29,2,12,5,2,62,1,9.1526033485662,B13,3
2008,8,8,29,3,13,2,1,28,3,15.2976400401163,C41,21
2008,4,10,29,2,9,5,1,57,2,7.59179861774107,B31,4
2008,4,25,29,4,2,3,2,43,2,7.4342757293734,P25,1
2008,5,28,29,4,14,2,2,48,5,14.5949084891892,P78,16
2008,7,21,29,2,2,4,1,43,1,14.820227938042,B11,11
2008,4,10,29,3,5,1,2,33,4,4.89034677289418,C57,1
2008,4,1,9,1,2,5,1,38,2,8.64497784447012,A32,1
2008,5,26,9,1,6,5,2,62,2,5.01090101340721,A31,1
2008,8,12,29,4,4,3,2,23,1,38.1616531489442,P9,32
2008,7,14,29,3,9,5,1,48,1,3.8468052225477,C13,2
2008,6,9,29,4,6,4,2,48,5,15.7770550889304,P82,15
2008,4,4,29,3,11,3,1,48,2,9.63744047454286,C27,8
2008,4,30,29,2,12,1,1,67,2,7.0677331880535,B21,2
2008,5,20,9,1,3,4,1,62,1,8.65502931551528,A11,2
2008,6,3,9,1,4,2,1,62,2,10.8895344544202,A22,3
2008,4,25,29,2,12,5,2,62,1,15.2085674608581,B13,1
2008,6,15,9,1,2,4,1,60,2,7.27940646672726,A29,2
2008,6,20,29,2,9,4,1,57,2,8.80877786643071,B30,13
2008,5,16,29,1,1,6,1,33,1,1.96832838435116,A16,1
2008,4,5,29,3,9,6,1,50,2,10.3706009392804,C35,8
2008,5,27,9,1,2,6,1,62,1,11.648374355415,A17,2
2008,4,22,29,2,12,1,1,52,1,9.88452191578981,B3,7
2008,5,15,29,2,11,2,1,57,2,8.30268902396525,B24,4
2008,5,29,29,3,9,6,1,48,1,15.2208827453729,C18,8
2008,4,1,29,1,3,2,2,38,1,8.32865971497702,A4,1
2008,8,10,29,1,3,2,1,43,1,10.1416008570625,A5,5
2008,6,3,46,2,6,5,1,38,2,2.76213028459202,B32,1
2008,5,4,29,4,2,1,1,33,4,11.9702267533902,P56,5
2008,4,29,9,3,9,6,1,50,2,11.1134431222527,C35,7
2008,6,17,24,1,3,4,1,38,1,6.89541013062005,A10,1
2008,4,29,29,1,1,1,1,62,2,4.81664925196522,A21,4
2008,7,30,29,2,6,5,1,38,2,6.78864940342231,B32,6
2008,4,9,29,1,3,3,1,43,1,5.53782750811431,A7,7
2008,7,23,29,3,5,1,2,33,4,12.8144875822799,C57,18
2008,8,6,29,3,14,1,1,57,2,2.1502532647853,C21,2
2008,7,15,29,3,13,3,1,48,1,2.90332870955825,C7,1
2008,7,22,29,1,2,1,1,62,3,8.118087409317,A37,16
2008,8,3,9,3,12,1,1,43,1,32.5478143361604,C2,32
2008,5,30,29,4,7,3,1,28,5,18.2805441836544,P80,2
2008,5,3,9,2,10,2,1,52,1,18.683828111097,B4,18
2008,6,5,29,1,3,2,2,38,1,9.02378155557032,A4,9
2008,7,17,29,3,6,5,1,33,1,6.86466240812417,C15,2
2008,5,12,29,3,13,6,1,28,1,10.8731763262405,C16,6
2008,6,18,29,3,14,6,1,48,1,8.98741421176044,C17,1
2008,6,6,29,3,4,1,2,28,1,8.22671367980815,C1,1
2008,7,27,9,1,4,2,1,62,2,44.3260278619711,A22,45
2008,4,26,29,3,12,1,1,43,1,6.85105478072996,C2,12
2008,8,3,29,1,3,2,1,43,1,5.30144480133508,A5,4
2008,6,24,29,3,6,3,1,48,1,11.0203654790414,C9,16
2008,5,9,29,4,2,1,1,33,4,13.4992388972454,P56,8
2008,5,22,29,4,2,2,1,43,1,8.32921522205912,P6,1
2008,7,1,29,1,1,5,1,38,2,5.89959875573801,A33,4
2008,7,20,29,2,2,5,1,62,1,6.61715676881062,B14,4
2008,7,28,46,1,3,2,1,43,1,5.43772093891285,A6,2
2008,4,21,29,4,7,1,1,33,5,7.85644206039994,P75,6
2008,6,9,29,1,14,5,2,33,1,5.26906294635424,A15,2
2008,5,20,9,3,14,6,1,57,3,31.2750018798036,C54,41
2008,7,24,29,4,9,4,2,43,4,11.3026350901841,P65,7
2008,7,24,29,3,14,1,1,57,2,13.0962091454024,C21,1
2008,7,27,29,2,6,3,1,38,2,10.4862092342536,B25,1
2008,4,23,29,1,3,2,1,43,1,4.67166895980401,A5,3
2008,6,3,9,2,13,1,1,38,2,17.6570494471352,B19,12
2008,6,29,29,4,2,3,1,28,1,9.82862374489141,P8,10
2008,7,14,29,1,3,2,1,43,1,9.71912131814792,A5,9
2008,7,2,29,1,3,2,2,38,1,5.20876205173383,A4,1
2008,6,30,29,3,5,2,2,52,4,16.7844721655763,C59,12
2008,6,16,29,1,1,5,1,28,1,7.54977786300487,A13,1
2008,5,3,44,1,1,5,1,28,1,19.3970040416643,A13,20
2008,7,8,29,2,12,5,2,62,1,3.02200300534105,B13,1
2008,4,11,29,2,7,2,1,38,2,25.5109734585633,B23,33
2008,6,29,29,4,2,3,1,28,1,11.6329634223105,P8,5
2008,6,23,29,4,6,6,2,38,4,10.9508773161392,P70,10
2008,8,12,29,2,6,5,2,33,2,7.84264599949029,B33,6
2008,5,7,29,1,3,4,1,38,1,7.87550757578279,A10,5
2008,4,24,29,1,3,2,2,38,1,10.2071088340477,A4,4
2008,8,8,9,1,4,2,1,43,3,7.88456446864898,A41,8
2008,5,10,9,1,3,3,1,82,1,7.43428667617662,A9,2
2008,6,19,29,4,2,6,1,28,1,20.9526127896763,P18,3
2008,7,31,44,1,3,3,1,62,1,5.58518195169592,A8,2
2008,7,29,29,2,2,4,1,67,1,5.18555749333452,B10,1
2008,6,19,29,1,4,2,1,43,3,15.2160188461216,A41,4
2008,7,23,29,4,2,5,2,38,1,12.8246615884795,P14,6
2008,7,5,29,4,6,2,2,28,3,27.7338231635108,P42,28
2008,4,4,29,2,1,3,1,48,1,10.1412331719196,B9,1
2008,4,15,29,2,13,1,1,38,2,7.76457423094579,B19,2
2008,7,21,29,4,2,2,1,43,1,6.94504997877368,P6,4
2008,5,1,46,1,3,3,1,43,1,5.7719624572677,A7,1
2008,5,14,9,1,4,1,1,38,3,15.196308079417,A39,5
2008,4,3,29,2,12,1,1,52,1,1.86790769818295,B3,1
2008,4,24,9,2,6,5,2,33,2,9.45636070697632,B33,5
2008,6,30,29,2,4,1,1,57,1,4.21877128241286,B1,2
2008,5,25,29,4,7,6,1,33,1,14.3620324888438,P16,13
2008,4,18,29,4,3,1,1,38,1,8.6887181070001,P1,1
2008,5,6,29,1,1,1,1,62,2,19.692456548088,A21,6
2008,4,29,29,4,2,6,2,38,1,4.50286979733426,P17,1
2008,6,12,29,1,3,1,1,72,1,19.8992819696447,A3,35
2008,7,27,29,4,4,2,1,38,1,5.88053518413473,P4,1
2008,4,13,29,4,9,4,2,43,4,12.0982069628478,P65,8
2008,5,28,29,1,6,2,1,28,3,9.05165042098986,A42,12
2008,4,17,29,1,3,4,1,62,1,17.7833362502176,A11,2
2008,7,26,29,4,1,3,2,28,4,15.5813212346045,P61,5
2008,6,10,29,1,2,6,1,62,1,7.62960171175151,A17,6
2008,8,1,29,4,2,1,1,48,2,30.0377055077743,P19,15
2008,4,30,29,4,7,6,1,33,1,4.93784231932311,P16,2
2008,5,5,29,3,9,5,1,23,1,7.86733271367407,C14,4
2008,7,31,29,1,3,1,1,43,1,5.74977224481157,A2,8
2008,6,23,29,2,11,2,1,57,2,8.58121395482592,B24,1
2008,6,22,29,1,4,2,2,38,3,8.487653915369,A40,3
2008,7,9,29,1,3,3,1,62,1,11.7410225669565,A8,9
2008,7,16,29,1,2,4,1,38,1,4.08752896210675,A12,1
2008,6,3,29,1,6,5,2,62,2,16.0379158173782,A31,17
2008,4,24,29,3,4,2,1,48,1,9.52562598350561,C4,6
2008,4,2,29,3,4,1,2,28,1,11.7458262688087,C1,1
2008,7,8,29,2,7,2,1,38,2,12.3333401300291,B23,4
2008,7,7,29,3,2,3,2,48,1,3.49480704510101,C8,1
2008,6,16,29,4,3,1,1,28,1,5.24596684451959,P2,1
2008,7,6,29,2,4,1,1,57,1,13.8602749950905,B1,4
2008,6,24,29,3,7,2,1,28,3,9.15268162698657,C42,3
2008,4,15,9,3,11,2,1,48,1,3.21914128806134,C5,1
2008,6,1,29,1,3,1,1,43,1,6.3601934683809,A2,3
2008,4,17,29,3,12,1,1,48,2,4.42084825092965,C19,4
2008,5,19,29,4,4,5,2,38,1,10.9091429034806,P15,9
2008,4,25,29,3,13,2,1,28,3,5.40840012639042,C41,3
2008,7,30,29,1,3,1,1,72,1,15.7023977917899,A3,9
2008,7,22,29,2,3,1,2,57,1,8.1656783124465,B2,1
2008,7,28,29,3,7,4,1,33,1,10.8030709314502,C11,1
2008,7,1,29,1,3,1,1,72,1,12.3707726692669,A3,5
2008,6,12,29,4,4,3,2,23,1,17.1131353322368,P9,15
2008,4,1,29,4,4,4,1,33,1,6.82599561632369,P12,2
2008,6,17,24,1,3,4,1,62,1,7.39608293517922,A11,1
2008,7,11,29,1,8,1,1,28,1,7.77430489319076,A1,1
2008,5,23,29,3,12,1,1,43,1,5.45295140869807,C2,9
2008,5,15,29,3,6,1,2,57,4,13.2657236939373,C56,1
2008,5,5,29,2,10,2,1,52,1,7.61060610714678,B4,8
2008,7,23,29,1,8,1,1,28,1,9.57337191535835,A1,4
2008,5,4,29,2,9,4,1,38,2,20.9407463058902,B28,13
2008,8,7,29,3,6,1,2,57,4,9.98709271022518,C56,16
2008,4,3,29,1,3,4,1,62,1,8.28573959833979,A11,3
2008,7,22,29,1,2,6,1,62,1,7.59189532242731,A17,1
2008,4,18,9,3,9,5,1,48,1,10.9308076125021,C13,2
2008,4,6,29,4,9,2,2,38,4,17.0172477103813,P58,5
2008,5,26,29,2,2,3,1,57,2,10.0362398415776,B27,12
2008,6,30,29,1,2,3,1,62,3,13.5807887504551,A43,6
2008,4,8,29,1,1,3,1,38,2,14.0626066538082,A25,3
2008,6,20,29,1,3,4,1,62,1,3.86020861542393,A11,1
2008,5,27,9,3,2,1,1,43,3,76.4971882078538,C37,52
2008,4,24,9,1,4,2,2,38,3,21.229328711207,A40,5
2008,6,19,29,1,1,5,1,28,1,9.33858653988745,A13,2
2008,7,25,29,3,13,6,1,28,1,4.59001228826668,C16,1
2008,4,26,29,4,3,2,1,23,1,2.51268535835748,P5,1
2008,4,14,29,1,3,3,1,55,2,10.6603471074852,A27,3
2008,5,1,29,2,2,4,1,67,1,6.74753670875806,B10,3
2008,7,3,29,3,9,5,1,23,1,14.0604002289324,C14,7
2008,5,24,29,2,13,1,1,38,2,24.7025397352052,B19,30
2008,7,17,24,4,4,3,2,43,5,8.98569537045199,P81,5
2008,5,6,46,1,6,5,2,62,2,17.1565200069075,A31,16
2008,7,15,29,4,7,2,1,43,5,16.9289660250099,P77,10
2008,5,8,29,2,12,5,2,62,1,6.83620455616554,B13,3
2008,4,24,29,2,6,3,1,38,2,4.12661133667942,B25,2
2008,4,17,29,4,2,6,2,38,1,9.18363918393972,P17,20
2008,4,29,29,1,3,2,2,38,1,16.5654104733672,A4,22
2008,7,30,29,1,2,4,1,38,1,10.8394404523199,A12,1
2008,7,21,29,2,4,3,2,52,1,13.7142918766735,B8,14
2008,7,30,29,4,14,6,1,33,4,13.4796193775427,P72,4
2008,6,28,29,4,7,1,1,33,5,15.1861913697811,P75,10
2008,5,6,29,4,4,3,2,23,1,8.26897921052034,P9,9
2008,6,30,29,4,7,2,1,43,5,35.1319512303822,P77,30
2008,4,12,29,2,2,4,1,67,1,9.58648945678204,B10,2
2008,5,19,9,1,6,2,1,28,3,12.8654264581241,A42,12
2008,7,20,29,1,3,1,1,43,1,6.61232412713281,A2,2
2008,5,9,29,3,14,4,1,43,1,16.1027217335209,C12,9
2008,7,14,12,2,7,2,1,38,2,6.60489466058,B23,4
2008,6,27,29,2,11,2,1,57,2,12.0684957131142,B24,7
2008,4,10,29,4,4,5,2,38,1,18.8720728852419,P15,13
2008,5,29,29,4,7,3,1,28,5,20.214197571598,P80,11
2008,4,9,29,1,14,5,2,33,1,14.3677723369407,A15,1
2008,5,9,46,1,3,3,1,43,1,8.37812189476575,A7,1
2008,5,10,29,2,10,2,1,52,1,8.92712695703864,B4,13
2008,4,14,29,2,2,4,1,67,1,10.4335429265421,B10,2
2008,6,27,29,2,7,2,1,38,2,5.1081240241208,B23,6
2008,6,9,29,2,2,4,1,67,1,17.3139255321437,B10,17
2008,4,16,29,4,11,1,2,33,5,7.2913017809968,P73,6
2008,4,5,29,1,3,2,1,43,1,16.2419120733506,A5,5
2008,5,26,29,2,12,1,1,67,2,15.2690999784183,B21,14
2008,4,25,29,3,14,4,1,43,1,2.98130802151076,C12,1
2008,4,22,29,4,7,3,1,28,5,16.0987132487687,P80,12
2008,7,14,29,2,2,4,1,67,1,19.3294775251698,B10,8
2008,5,28,29,2,2,4,1,38,1,4.33646278871349,B12,1
2008,5,2,29,1,2,5,1,38,2,9.48177120777107,A32,2
2008,6,1,29,1,3,2,2,38,1,7.37241711657685,A4,7
2008,8,5,29,3,9,6,1,48,1,14.4198984722593,C18,12
2008,5,30,29,1,2,6,1,62,1,7.56843683322537,A17,2
2008,4,1,29,3,14,3,1,55,3,6.83942412095398,C44,9
2008,6,4,29,3,9,5,1,48,1,9.37903211663788,C13,13
2008,5,1,29,1,2,4,1,38,1,7.43588489144257,A12,1
2008,4,6,29,4,2,2,1,43,1,7.46233113492689,P6,4
2008,7,16,29,1,3,2,2,38,1,11.3598389466273,A4,1
2008,6,3,29,3,14,6,1,38,3,15.2240353743817,C53,3
2008,5,13,29,1,14,6,2,33,2,6.10433365570532,A35,2
2008,5,13,29,2,2,4,1,43,1,11.1357546974547,B11,2
2008,5,21,9,1,2,3,1,62,3,8.61325735308869,A43,7
2008,7,13,9,1,2,5,1,38,2,17.9495292386152,A32,13
2008,4,25,24,2,4,1,1,57,1,5.41287782808606,B1,2
2008,6,6,29,3,9,5,1,23,1,15.7417455112886,C14,3
2008,4,6,46,2,14,2,2,52,1,9.33094255442252,B5,1
2008,5,2,29,2,6,6,2,38,1,7.44924803772596,B17,1
2008,5,18,29,3,9,6,1,50,2,4.53195865114474,C35,1
2008,4,5,29,1,1,6,1,33,1,9.70818920807261,A16,6
2008,4,4,9,3,14,3,1,55,3,22.830060230735,C44,17
2008,7,21,39,1,8,1,1,28,1,6.18416416553687,A1,5
2008,6,9,29,4,6,6,2,38,4,12.9895461694017,P70,5
2008,6,9,29,4,14,6,1,33,4,10.9399399532135,P72,6
2008,7,22,29,4,14,3,2,28,4,8.86109899653483,P63,5
2008,6,17,29,1,3,2,1,43,1,9.23756703565127,A5,2
2008,5,17,29,1,1,5,1,28,1,3.40543461176125,A13,1
2008,5,21,44,2,12,1,1,52,1,9.64155445907211,B3,5
2008,6,30,29,2,10,2,1,52,1,6.38051804392913,B4,2
2008,4,1,29,1,3,4,1,62,1,7.24630495189916,A11,3
2008,4,3,29,4,9,5,1,43,4,12.6777542030127,P69,13
2008,4,2,9,1,1,6,1,33,1,6.79225657377797,A16,2
2008,5,16,29,1,4,2,1,43,3,10.8756933512653,A41,2
2008,6,4,29,2,6,5,1,38,2,7.99300239652102,B32,5
2008,7,28,29,4,3,1,1,38,1,8.21701098037006,P1,4
2008,4,8,29,3,6,5,1,33,1,9.96013086118345,C15,1
2008,6,29,29,1,1,1,1,62,2,7.11015824367717,A21,2
2008,4,28,29,4,2,6,2,38,1,12.4385225326945,P17,14
2008,4,26,29,4,7,6,1,33,1,3.9279077464158,P16,1
2008,6,13,9,3,9,6,1,48,1,51.5279540959108,C18,30
2008,6,26,29,3,12,1,1,48,2,4.3078718804143,C19,3
2008,4,1,29,2,13,3,1,57,2,6.2600989709401,B26,3
2008,6,27,29,2,8,1,1,43,2,4.8135061679386,B20,2
2008,4,22,29,4,2,1,1,43,3,12.299160790602,P37,3
2008,7,12,29,2,6,5,2,33,2,21.1189112528423,B33,13
2008,6,20,29,1,1,6,1,33,2,8.20786851461522,A36,4
2008,4,16,29,4,7,6,1,33,1,8.43000482566063,P16,2
2008,6,8,29,2,9,5,1,38,1,12.4006894285929,B15,3
2008,5,6,29,3,7,4,1,33,1,13.3613369106671,C11,13
2008,7,1,46,1,3,3,1,43,1,7.94862510657435,A7,4
2008,6,27,29,1,8,1,1,28,1,6.32212614447689,A1,1
2008,7,15,29,1,2,2,1,48,2,9.91922570026991,A24,3
2008,7,4,9,2,10,2,1,52,1,9.81670797415868,B4,4
2008,7,16,29,2,4,1,1,57,1,10.3565479343529,B1,5
2008,6,4,29,1,1,6,1,33,1,7.86383653818359,A16,1
2008,4,21,29,1,4,2,1,43,3,12.7971775379964,A41,2
2008,7,18,29,3,13,1,1,38,3,8.93996267310332,C38,1
2008,4,11,29,1,3,5,1,60,1,17.8175752033845,A14,1
2008,7,17,29,2,13,3,1,57,2,14.2134734314194,B26,21
2008,7,29,29,4,6,4,2,48,5,10.5789264728432,P82,9
2008,7,9,29,4,9,2,2,38,4,18.0494051819176,P58,25
2008,6,16,24,1,3,1,1,72,1,7.64079805128321,A3,2
2008,8,11,46,1,4,6,1,38,1,14.2767961032545,A18,7
2008,7,28,29,4,6,2,2,28,2,18.7106584315371,P23,30
2008,6,4,2,4,6,5,2,33,3,14.1592958944817,P50,14
2008,6,4,9,3,14,2,2,48,4,8.19436578080461,C58,3
2008,4,14,29,2,12,1,1,67,2,14.8076144460842,B21,14
2008,5,15,9,1,3,3,1,62,1,10.1421828898789,A8,7
2008,6,14,29,4,14,5,1,33,3,21.1052925960651,P49,21
2008,6,25,9,1,4,1,1,38,3,11.3502429662587,A39,6
2008,7,2,9,3,9,5,1,23,1,4.91235036849608,C14,3
2008,7,18,29,1,3,4,1,62,1,4.6976033477256,A11,8
2008,6,24,29,3,14,2,2,28,3,7.6203613927752,C40,9
2008,6,14,29,3,9,6,1,50,2,9.13983503745262,C35,3
2008,6,10,29,2,2,6,1,48,2,18.941062036496,B34,9
2008,5,13,29,3,14,1,1,57,2,7.61011261463758,C21,3
2008,6,11,29,2,6,3,1,38,2,8.60676083231484,B25,2
2008,4,25,29,3,14,1,1,57,2,10.2996953650479,C21,2
2008,6,8,29,4,7,1,1,33,5,14.3529467284989,P75,10
2008,8,6,29,1,2,4,1,38,1,11.8250564873378,A12,14
2008,4,23,29,1,14,5,2,33,1,5.67537273069914,A15,3
2008,6,6,46,3,12,1,1,43,1,3.86578726144485,C2,2
2008,7,2,29,3,6,3,1,48,1,6.88109955573861,C9,4
2008,7,3,29,3,13,2,1,28,3,3.63398859490654,C41,3
2008,7,28,29,2,6,5,1,38,2,8.91240539177278,B32,2
2008,4,24,29,2,2,6,1,48,2,16.7691473411958,B34,12
2008,7,25,29,1,1,1,1,62,2,21.9002602046237,A21,17
2008,6,26,29,3,2,4,2,28,2,33.9077081220109,C30,28
2008,6,9,41,2,13,3,1,57,2,11.9585525433607,B26,6
2008,8,4,29,2,2,4,1,67,1,8.44571144141342,B10,3
2008,6,21,29,2,2,4,1,67,1,6.01595817855545,B10,2
2008,8,1,29,2,2,5,1,62,1,4.58252626889263,B14,1
2008,4,11,16,4,4,4,1,33,1,6.88224803887327,P12,3
2008,5,31,29,1,3,1,1,43,1,9.36243382225631,A2,2
2008,4,9,29,1,6,1,1,62,3,5.57665981434773,A38,3
2008,5,26,29,4,9,2,2,43,3,8.86982053526262,P41,9
2008,4,22,29,2,2,4,1,67,1,5.97155295509004,B10,1
2008,5,28,44,4,3,1,1,38,1,6.95893880306622,P1,2
2008,6,2,29,2,11,2,1,57,2,19.8319716459639,B24,32
